coating_thickness_um,coating_uniformity_cv,coating_areal_mass,coating_defect_density,calendering_density,calendering_porosity,calendering_force,slitting_edge_burr,slitting_width_accuracy,assembly_winding_tension,assembly_weld_strength,assembly_initial_resistance,fill_electrolyte_volume,fill_seal_pressure,failed_qc
79.1,0.283,22.27,0.06,3.473,30.35,6026.2,0.89,0.0234,15.27,178.3,11.7,15.198,120.1,1
76.56,0.864,22.2,0.92,3.484,30.26,5857.6,2.56,0.0018,15.49,175.7,11.53,15.121,119.9,0
77.12,0.833,21.57,0.27,3.552,29.91,6018.3,1.6,0.0258,15.61,184.6,12.05,15.061,114.0,0
78.61,0.375,21.54,0.1,3.538,30.32,5857.5,1.38,0.01,14.6,180.3,11.67,14.991,122.4,0
79.38,0.772,21.82,0.2,3.513,29.92,6011.0,1.83,0.0029,15.0,188.8,10.87,14.922,119.8,0
77.34,0.507,21.83,0.15,3.439,27.75,6082.4,2.45,0.024,15.35,179.2,11.99,15.186,120.4,0
77.71,0.52,21.68,0.26,3.511,29.34,6128.6,2.05,0.0016,15.02,184.7,12.33,14.868,118.9,0
82.35,1.429,21.31,1.59,3.318,31.08,5901.2,2.68,0.0008,15.36,183.2,11.05,15.19,117.0,1
77.65,1.194,22.0,0.13,3.476,29.79,5967.1,2.59,0.0114,14.89,181.7,10.65,15.072,123.8,0
77.9,1.115,22.39,0.09,3.457,31.37,6035.4,2.37,0.0224,14.87,191.9,11.84,15.225,118.7,0
80.48,0.53,21.71,0.29,3.528,31.55,5879.4,2.16,0.0,14.79,176.8,11.72,15.029,119.8,0
78.27,0.573,22.35,0.65,3.498,30.12,5946.2,1.68,0.0153,15.22,184.1,11.55,14.992,122.0,0
78.64,1.188,21.42,0.64,3.473,30.76,5851.2,2.44,0.0302,14.92,185.1,11.07,15.051,117.0,0
83.24,0.433,21.94,3.63,3.481,30.25,6132.7,1.67,0.017,14.93,178.2,11.83,15.024,119.4,1
77.43,0.389,21.74,0.23,3.534,29.1,6145.7,1.58,0.0162,14.71,177.0,12.21,14.987,118.6,0
79.6,1.265,22.26,0.33,3.523,30.97,5873.6,2.77,0.0091,14.69,178.7,11.97,14.973,118.8,0
79.08,0.663,21.75,0.8,3.455,31.54,5925.2,1.55,0.0029,15.39,190.5,12.06,15.062,120.0,0
80.48,0.793,22.11,0.71,3.482,31.62,6068.4,0.23,0.01,15.44,186.2,12.8,15.14,118.6,0
78.69,1.157,22.35,0.44,3.509,28.62,6208.8,2.64,0.0169,15.64,173.5,11.54,14.981,123.0,0
77.41,0.896,21.18,0.01,3.523,27.86,5944.7,1.77,0.0017,15.29,184.3,11.55,15.037,123.0,0
78.12,0.815,22.48,2.92,3.457,30.03,5898.8,2.31,0.0356,14.41,140.9,13.46,14.977,122.0,1
76.72,0.644,22.17,0.01,3.382,29.25,5911.9,6.09,0.0015,15.26,151.5,11.91,14.518,121.8,1
78.09,1.07,21.63,0.41,3.473,31.66,6133.9,2.19,0.0046,14.65,188.8,10.78,15.195,121.5,0
79.02,1.438,22.31,0.11,3.549,31.19,6001.3,3.23,0.0306,15.23,187.4,11.92,15.019,117.0,0
77.46,0.664,21.75,0.78,3.591,30.62,5909.1,2.14,0.0086,14.8,189.6,11.15,15.012,121.2,0
78.6,1.109,22.52,0.76,3.512,30.02,6028.5,1.53,0.0159,14.78,184.5,11.96,15.14,121.9,0
77.63,0.825,21.62,0.03,3.505,29.5,6036.9,3.89,0.0081,14.35,183.8,11.3,15.064,123.6,0
79.39,0.694,21.69,3.33,3.492,29.39,6043.0,2.71,0.0018,14.68,187.4,13.06,15.572,119.7,1
77.04,0.719,22.96,0.7,3.511,29.41,5916.7,1.27,0.0092,15.27,178.3,12.04,15.145,122.1,0
78.16,0.968,22.2,0.52,3.556,30.28,5893.5,2.65,0.019,14.62,185.4,11.91,14.996,119.6,0
80.55,0.654,21.44,0.49,3.458,31.26,6172.2,1.49,0.0019,14.87,177.4,11.39,14.978,115.3,0
77.31,0.883,22.05,0.69,3.52,31.37,5736.4,1.58,0.0239,14.82,181.8,10.95,14.841,118.3,0
80.11,1.224,21.55,0.29,3.473,28.97,5773.9,1.38,0.0207,14.71,191.7,11.78,14.855,121.9,0
78.11,1.276,21.64,0.67,3.499,29.06,5709.2,2.65,0.0053,15.0,181.8,11.89,15.167,123.9,1
78.29,1.155,22.13,0.31,3.539,27.99,5844.3,2.14,0.008,14.92,179.2,11.87,14.976,125.2,0
77.39,1.271,21.75,0.31,3.531,30.41,5861.9,2.28,0.0251,14.63,182.9,11.6,14.979,119.5,0
78.64,0.235,21.58,0.93,3.415,30.93,6149.6,2.91,0.0006,14.22,188.4,11.49,14.973,119.4,0
76.77,0.794,21.93,0.24,3.436,26.94,6197.3,2.02,0.0077,14.92,174.0,12.16,15.065,121.8,0
76.88,0.83,21.66,0.59,3.478,28.4,5920.8,2.25,0.0206,15.32,166.2,11.16,14.912,119.7,0
77.22,0.54,22.31,0.6,3.483,30.49,5902.0,2.93,0.0015,14.76,176.6,12.55,15.055,116.7,0
78.24,1.354,22.36,0.8,3.556,30.84,6007.3,3.04,0.0227,15.61,180.9,12.25,15.034,118.0,0
77.94,0.693,21.36,0.26,3.447,29.58,6184.7,2.16,0.0096,14.66,187.1,11.46,14.999,120.9,0
77.78,1.233,22.14,0.36,3.469,28.75,6096.8,1.9,0.013,15.21,185.7,11.47,15.142,119.6,0
75.99,0.939,22.23,0.5,3.55,29.73,5992.0,2.03,0.0151,14.84,173.8,11.85,15.181,120.4,0
82.16,0.879,21.98,0.51,3.498,30.99,6365.6,2.2,0.0458,14.66,182.7,12.25,14.949,120.8,0
76.67,0.352,21.84,0.11,3.462,29.53,5937.5,2.96,0.0101,15.07,178.2,11.26,14.968,118.5,0
80.64,0.509,21.21,0.68,3.507,28.55,5935.4,2.06,0.0225,15.2,181.4,11.49,15.036,118.8,1
81.77,0.77,21.78,0.87,3.525,28.72,5995.0,1.86,0.004,15.2,196.4,12.04,14.879,117.7,0
78.04,0.968,22.61,0.65,3.552,31.44,5829.6,2.37,0.008,15.36,179.0,11.85,15.018,122.5,0
79.01,0.834,21.87,0.22,3.507,30.6,6123.9,2.02,0.0226,14.59,189.0,11.02,14.813,121.9,0
77.72,0.605,22.48,0.25,3.444,29.68,5990.4,2.04,0.0171,15.28,189.4,11.09,15.004,123.1,0
72.23,2.783,22.25,0.35,3.423,30.77,6014.6,7.19,0.0084,15.29,159.6,11.43,15.11,118.4,1
78.83,0.853,21.74,0.18,3.509,29.22,5755.7,2.48,0.0305,15.14,183.7,11.35,15.036,117.6,0
77.78,1.178,21.88,0.02,3.547,31.1,5918.8,2.02,0.0096,15.17,179.7,11.68,14.878,118.4,0
80.39,1.018,22.14,0.52,3.553,29.98,6132.9,2.66,0.0198,15.83,182.4,11.85,15.16,117.5,0
78.23,0.913,22.5,0.12,3.465,30.14,5966.2,2.72,0.0234,15.76,184.2,11.32,14.801,118.3,0
81.22,1.095,22.54,0.05,3.461,28.54,5881.4,2.49,0.0198,14.19,176.5,12.15,15.056,118.3,0
79.08,0.663,21.9,0.71,3.546,29.81,6145.1,1.29,0.0048,14.85,180.4,11.71,14.832,122.9,0
77.86,1.146,21.97,0.2,3.478,26.78,5937.9,2.01,0.0084,14.55,179.7,11.41,14.897,121.5,0
79.86,0.966,22.0,0.29,3.486,31.04,5824.4,2.82,0.0001,14.74,187.5,11.75,14.986,120.6,0
79.16,0.635,21.99,0.86,3.502,29.13,6161.8,2.09,0.0032,15.16,186.0,11.41,15.153,123.9,0
76.65,0.459,21.39,0.14,3.492,30.22,5878.8,2.15,0.0379,14.8,189.7,11.55,15.136,121.0,0
80.2,0.42,22.84,0.39,3.51,31.4,5982.7,2.63,0.0218,14.59,186.3,12.35,14.849,119.4,1
76.75,0.679,22.01,0.3,3.529,30.18,6099.5,3.0,0.0227,15.15,171.1,11.69,15.009,117.1,0
78.19,0.86,21.52,0.43,3.478,31.29,5839.2,3.03,0.0114,15.43,187.9,11.03,15.048,119.8,0
77.98,0.794,21.9,0.31,3.503,28.55,5977.3,1.9,0.0243,14.68,191.8,11.66,15.071,119.6,0
83.26,2.603,22.26,0.82,3.505,29.32,5992.8,1.89,0.0141,15.39,188.1,11.72,14.46,123.1,1
79.64,0.633,21.84,0.1,3.478,30.71,6064.7,3.16,0.0029,14.85,189.5,11.4,14.952,119.5,0
79.06,1.048,21.58,0.0,3.405,30.45,6158.0,3.2,0.001,15.38,186.5,12.82,14.885,124.3,0
78.67,0.959,21.23,0.48,3.493,30.91,5872.5,1.88,0.0263,15.35,187.0,12.2,15.092,120.9,0
78.08,1.124,22.25,0.69,3.525,30.28,5956.1,1.6,0.0257,14.94,177.8,12.44,15.083,123.3,0
78.38,0.774,21.71,0.25,3.536,30.63,5956.3,2.77,0.0248,14.65,174.4,11.27,14.919,123.2,0
79.27,1.203,22.02,0.15,3.503,28.53,5904.7,2.35,0.0163,14.71,184.8,12.78,14.934,124.2,0
80.2,0.715,23.05,0.06,3.452,29.32,5767.7,2.12,0.0043,14.89,192.7,11.04,15.154,120.0,0
77.92,1.758,21.51,3.71,3.455,28.88,5893.4,2.56,0.003,15.24,151.3,12.29,15.759,118.0,1
74.59,1.105,21.26,0.76,3.341,31.27,5928.9,6.07,0.0059,15.17,177.5,11.88,14.258,122.9,1
80.13,1.134,21.22,0.3,3.5,29.19,5854.7,2.12,0.0116,14.81,177.0,11.26,14.911,116.7,0
75.54,0.477,21.94,0.39,3.417,30.62,5903.7,1.96,0.0332,15.88,181.2,12.09,14.945,116.8,0
77.86,1.322,21.54,0.22,3.482,29.31,5997.8,2.06,0.0104,15.02,189.7,12.21,14.998,123.5,0
77.89,0.492,22.55,0.14,3.479,29.19,6094.7,3.14,0.0011,15.25,180.7,11.78,15.312,119.3,0
79.31,0.473,21.66,0.55,3.466,28.64,6078.3,2.88,0.0036,14.89,181.2,12.72,15.127,120.9,0
81.21,0.683,22.06,0.85,3.476,30.5,5874.2,2.08,0.0086,15.69,178.8,12.09,14.706,118.8,0
76.24,1.36,21.55,0.12,3.496,30.79,6029.7,1.76,0.0192,14.78,180.3,11.47,14.903,116.2,0
79.3,0.889,22.05,0.4,3.537,30.43,5819.8,2.06,0.0191,15.52,182.0,11.93,14.97,119.4,0
78.42,1.297,22.73,0.92,3.547,30.7,5855.0,2.92,0.0216,14.42,183.0,12.02,15.04,121.9,0
73.51,1.183,22.07,0.06,3.309,28.51,5990.4,3.24,0.0012,15.14,169.3,12.87,15.591,124.6,1
78.47,0.971,21.73,0.3,3.42,30.71,6101.9,2.89,0.027,14.76,181.2,12.57,15.13,118.2,0
76.4,0.919,22.39,0.03,3.511,28.78,6297.9,2.23,0.0095,14.58,171.3,11.32,14.885,122.9,0
78.63,0.867,21.01,0.24,3.539,30.54,6017.9,1.34,0.0025,15.1,179.6,12.02,14.915,115.0,0
79.83,1.116,21.98,0.24,3.522,31.49,5884.0,1.82,0.023,15.19,179.8,12.38,15.066,117.6,0
80.48,1.082,22.19,0.44,3.521,28.61,5825.5,7.69,0.008,14.84,172.0,11.26,14.549,120.3,1
78.19,1.238,22.32,0.46,3.487,30.2,5946.1,1.51,0.0155,15.25,183.3,11.3,15.195,119.8,0
76.48,0.647,21.9,0.6,3.494,30.59,6020.9,2.64,0.0062,15.01,179.0,11.59,15.053,120.1,0
79.98,0.703,21.71,0.74,3.569,30.11,6007.0,3.04,0.014,14.73,179.7,11.49,14.801,118.7,0
78.12,0.689,22.09,0.61,3.555,28.69,5891.5,2.0,0.0056,15.16,178.2,11.24,15.075,122.6,0
82.12,1.474,21.11,0.07,3.498,29.52,5941.5,2.48,0.0032,15.46,189.8,12.3,14.926,123.0,0
80.86,0.957,22.29,0.07,3.444,29.55,6016.4,2.9,0.008,15.05,183.0,11.61,14.996,120.3,0
79.62,0.888,21.14,0.42,3.519,30.1,6087.4,1.86,0.007,15.12,180.8,11.66,14.98,118.4,0
78.41,0.668,22.32,2.94,3.535,29.89,6107.7,2.96,0.0052,14.96,144.9,15.95,15.027,120.1,1
78.2,1.207,21.21,0.32,3.509,31.11,5980.0,2.22,0.0365,15.35,182.1,12.33,15.047,125.6,0
79.25,0.714,23.18,0.65,3.495,28.82,5892.7,2.47,0.0113,14.43,186.8,12.14,15.174,122.1,0
78.28,1.177,22.1,1.51,3.559,30.15,6070.0,2.77,0.0239,14.77,187.5,11.72,15.12,123.0,0
76.36,0.565,22.56,0.4,3.454,31.01,5901.2,2.1,0.0006,14.38,177.0,11.38,15.048,123.7,0
79.64,0.751,22.32,0.25,3.537,30.31,5966.1,2.24,0.0193,15.43,180.2,11.18,15.01,118.7,0
76.55,0.505,22.01,0.21,3.48,28.4,6007.2,1.67,0.019,14.72,180.5,11.88,14.908,122.0,0
76.18,0.969,22.39,0.17,3.463,30.28,5914.5,1.38,0.041,14.89,185.9,12.76,15.102,121.3,0
78.8,0.984,22.17,0.51,3.516,30.55,6024.6,2.16,0.0262,15.3,187.2,11.56,14.828,122.0,1
80.67,0.975,22.25,3.61,3.473,31.13,5882.2,1.32,0.0295,15.05,175.8,15.17,14.354,120.8,1
79.71,1.489,21.92,0.16,3.575,29.68,5937.5,1.37,0.0084,15.24,186.2,11.91,15.065,121.4,0
79.28,0.957,21.79,0.64,3.477,29.85,5914.1,3.48,0.0194,15.27,185.4,12.24,14.995,120.2,0
76.85,1.309,21.67,0.44,3.606,29.03,5939.4,2.05,0.04,14.65,174.9,12.07,14.97,114.7,0
77.46,1.184,22.23,0.13,3.511,30.18,5899.8,1.58,0.0082,15.92,181.8,11.91,14.873,119.4,0
77.02,0.885,21.77,0.77,3.607,29.24,5956.4,2.46,0.0117,14.69,152.2,12.09,14.803,125.5,1
76.83,0.333,22.39,0.66,3.541,30.59,6042.2,1.01,0.0064,15.15,181.8,12.61,14.95,122.2,0
78.81,0.457,21.78,0.41,3.478,30.38,6108.3,2.03,0.002,15.35,173.6,11.59,15.145,119.4,1
78.08,1.447,21.79,0.03,3.51,30.81,5922.2,1.29,0.0016,15.01,184.5,11.53,15.38,123.8,0
79.01,1.186,21.59,0.06,3.509,30.88,6098.2,1.17,0.0176,15.07,183.5,11.36,15.223,121.0,0
78.67,1.14,21.8,0.31,3.548,31.11,5943.9,2.24,0.0127,15.55,186.7,10.82,14.934,121.8,0
75.98,0.849,21.83,0.09,3.464,31.2,6011.7,1.72,0.0165,14.53,191.3,12.03,15.042,120.3,0
78.95,1.079,21.57,0.03,3.49,30.02,5941.0,1.97,0.002,15.38,171.7,11.37,15.013,117.0,0
80.1,0.923,21.64,0.38,3.491,30.28,5921.8,2.41,0.0087,15.03,184.6,11.94,15.035,118.4,0
75.55,0.904,21.88,0.81,3.545,29.65,5996.5,2.54,0.0104,15.54,185.0,11.82,14.791,121.5,0
77.51,3.5,22.14,2.92,3.347,30.88,5964.9,2.58,0.0199,14.96,178.3,11.59,14.977,119.6,1
76.45,0.839,21.76,0.33,3.483,31.43,5708.3,1.56,0.011,14.43,186.6,11.58,15.124,117.1,0
77.78,0.878,21.84,0.1,3.502,28.43,6052.3,1.76,0.0354,15.06,187.1,12.33,14.988,123.3,0
75.51,0.868,22.05,0.19,3.447,29.03,6088.5,2.07,0.009,14.51,186.7,12.61,14.972,121.2,0
77.43,2.524,22.73,2.92,3.516,28.95,6064.3,5.43,0.0339,14.44,177.3,12.18,15.605,117.7,1
77.78,0.337,21.91,0.4,3.647,31.23,5952.6,6.44,0.0242,14.53,178.8,11.29,14.393,120.1,1
77.48,0.824,22.04,0.6,3.553,30.38,5754.8,2.53,0.0182,14.85,186.6,11.86,14.845,116.8,0
78.11,0.738,21.91,0.62,3.511,29.18,5936.7,1.74,0.0305,14.97,183.7,11.58,14.966,117.0,0
80.03,0.693,21.72,0.44,3.554,29.71,6021.5,2.22,0.0146,14.94,183.9,11.42,14.776,121.1,0
78.6,2.15,21.65,1.95,3.496,31.12,6017.3,6.97,0.0024,14.68,144.9,12.27,15.08,119.4,1
78.06,0.659,21.93,1.36,3.539,29.42,6049.6,2.19,0.0088,15.1,180.1,11.7,15.038,120.9,0
76.38,0.753,21.72,0.51,3.46,29.35,5980.1,1.51,0.0161,14.35,184.5,11.84,15.021,118.6,0
75.14,1.38,21.84,0.29,3.519,28.65,5966.2,2.28,0.0212,14.49,179.2,11.33,14.984,120.9,0
78.69,0.659,22.14,0.45,3.487,30.3,6118.5,2.59,0.0258,14.98,188.8,11.6,15.033,120.7,0
79.05,0.601,21.84,0.35,3.491,30.29,6054.7,2.14,0.036,14.86,179.4,12.57,14.753,119.5,0
82.37,3.082,21.52,0.65,3.476,29.04,6132.9,3.41,0.0257,14.96,179.3,12.42,15.461,122.8,1
78.97,0.817,22.22,0.53,3.494,31.01,6026.5,2.05,0.0303,14.87,186.8,12.21,14.911,120.3,0
79.04,1.169,21.77,0.59,3.447,28.28,6192.1,2.41,0.002,14.87,188.5,11.43,14.998,122.5,0
79.87,0.639,21.71,0.35,3.495,30.04,6266.6,1.86,0.0147,14.83,189.7,11.47,14.93,124.7,0
76.88,1.401,21.57,0.02,3.498,30.4,6025.7,1.51,0.0037,14.09,179.4,12.25,15.048,119.4,0
79.43,1.027,21.93,0.03,3.471,31.37,6012.9,1.34,0.0088,15.4,181.8,11.77,15.032,122.0,0
74.95,1.374,22.06,0.03,3.68,30.98,5759.8,2.96,0.0388,15.24,184.1,12.03,14.421,118.8,1
78.74,1.342,22.2,0.67,3.472,30.34,6097.4,2.51,0.0094,14.93,181.0,11.28,15.116,118.7,0
73.1,0.71,22.45,2.67,3.489,31.13,6161.6,3.06,0.0529,14.23,180.5,15.28,14.893,121.3,1
82.97,1.097,21.79,3.3,3.486,28.47,5991.9,1.74,0.0057,15.08,180.2,12.12,15.34,115.4,1
77.3,0.979,22.22,2.47,3.502,29.58,6010.4,2.04,0.0206,14.98,186.3,14.41,14.29,122.0,1
79.29,0.915,21.77,0.66,3.453,30.1,5962.1,2.46,0.0116,15.3,182.9,11.65,14.876,125.7,0
77.9,0.812,21.55,0.18,3.503,30.34,5954.2,3.21,0.0223,15.1,184.8,11.4,14.995,122.6,0
76.74,0.515,21.92,0.3,3.508,30.17,5820.8,2.3,0.003,14.75,175.1,11.27,15.099,124.5,0
72.66,1.114,21.49,0.32,3.528,29.91,5992.8,3.06,0.0055,15.34,139.6,15.73,14.806,123.1,1
77.41,0.932,22.69,0.35,3.505,30.26,6114.9,1.49,0.0166,15.22,181.2,11.53,15.206,119.5,0
74.63,0.815,22.14,0.27,3.52,29.07,6040.0,2.11,0.0269,15.35,184.8,11.58,15.057,119.2,0
77.52,0.707,21.48,0.24,3.41,28.58,5970.5,2.78,0.0113,15.63,186.3,11.35,15.328,119.2,0
76.84,0.555,21.79,0.71,3.476,28.97,5991.7,1.27,0.007,15.14,177.7,11.07,14.895,124.1,0
78.25,0.95,21.9,0.0,3.531,29.37,6177.2,2.23,0.0218,15.13,177.7,12.59,14.892,120.2,0
78.59,0.752,21.62,0.7,3.505,31.46,6014.6,1.61,0.005,14.64,175.1,11.74,14.899,121.3,0
76.08,0.654,21.36,0.54,3.511,30.67,6205.7,2.07,0.0122,15.45,183.0,12.03,15.071,122.7,0
83.61,0.921,21.78,0.27,3.509,31.34,5886.9,1.55,0.0078,15.43,139.4,11.82,15.695,121.2,0
75.6,0.86,22.8,0.14,3.52,29.46,6021.8,2.24,0.0225,14.77,181.2,12.52,15.046,119.2,0
76.48,1.002,22.34,0.81,3.458,30.21,5840.5,2.16,0.0179,14.17,186.8,11.17,14.756,121.0,0
74.91,1.256,21.78,0.17,3.395,30.46,6042.9,2.55,0.0031,14.84,178.9,11.83,15.078,122.4,0
76.9,0.909,20.58,0.0,3.48,30.6,5967.0,1.87,0.015,14.63,183.6,11.37,15.065,121.2,0
80.63,0.879,22.08,0.11,3.42,29.25,6147.7,1.23,0.0074,14.89,193.5,12.18,15.093,113.9,0
78.41,0.497,22.12,0.29,3.456,29.54,6030.0,2.46,0.0052,15.36,180.9,11.02,15.011,117.1,0
76.18,1.319,22.19,2.99,3.567,29.68,6227.5,6.4,0.0162,15.05,183.9,14.74,14.973,117.5,1
76.53,1.22,21.43,0.35,3.508,30.09,6013.4,2.7,0.045,15.3,184.2,12.1,14.992,123.9,0
78.95,0.985,21.92,0.08,3.453,29.35,5877.1,2.03,0.0195,14.79,176.2,11.52,15.186,120.3,0
77.9,1.309,21.7,0.21,3.509,28.31,5941.7,1.66,0.0253,15.53,176.3,11.53,15.045,119.8,0
78.39,0.89,21.79,0.64,3.498,31.06,6083.7,1.2,0.0045,15.05,183.0,11.99,14.846,120.2,0
80.58,0.981,22.09,0.11,3.54,29.81,6029.7,2.02,0.0084,14.81,189.8,10.43,15.099,122.6,0
73.77,0.643,21.64,0.17,3.479,29.62,6205.4,2.0,0.0292,14.89,176.1,11.81,15.107,116.0,0
76.62,0.766,21.27,0.49,3.306,30.87,5912.0,1.66,0.0064,14.47,146.0,14.24,14.517,119.7,0
73.1,2.822,21.67,4.7,3.553,30.74,6073.7,2.02,0.0236,15.25,184.9,14.97,15.071,121.4,1
76.26,0.728,22.57,0.09,3.437,30.25,5839.9,1.57,0.0222,14.99,176.8,11.97,15.071,118.3,0
77.08,1.017,21.6,0.63,3.581,29.45,5984.7,1.34,0.0209,14.53,174.0,11.41,14.959,116.9,0
78.74,1.29,21.88,0.35,3.477,29.72,5747.2,2.39,0.0341,15.64,182.4,11.89,15.021,118.2,0
75.44,1.087,21.68,0.21,3.576,30.56,6127.3,2.29,0.0341,15.4,180.4,12.15,15.041,120.8,0
73.09,1.665,21.86,0.69,3.527,31.21,5987.2,2.33,0.0186,15.14,179.8,12.27,14.948,122.2,0
75.51,1.211,22.17,0.11,3.525,29.39,6048.1,4.77,0.0104,15.58,148.8,11.81,15.676,120.5,1
77.63,1.235,22.0,0.52,3.471,30.03,5999.3,2.83,0.0093,14.38,176.5,11.46,15.076,117.8,0
76.53,1.845,21.49,2.9,3.538,30.39,6045.9,1.74,0.0056,14.5,184.8,12.22,14.317,119.1,0
78.51,0.888,21.98,0.24,3.513,29.52,5890.4,2.94,0.0191,15.04,175.8,11.97,14.831,120.6,0
78.18,0.769,21.67,0.62,3.431,29.61,6058.4,2.3,0.0307,15.45,182.3,12.3,14.949,120.1,0
78.3,0.818,22.14,0.21,3.478,29.85,5914.1,1.63,0.0007,14.83,192.6,11.71,14.921,121.5,0
80.62,0.582,21.8,0.02,3.481,28.61,5927.1,2.0,0.0029,15.1,183.3,11.76,15.156,120.4,0
79.81,3.171,20.88,0.27,3.454,29.98,6153.8,6.24,0.0135,14.39,142.6,12.92,15.091,112.6,1
78.19,1.139,21.62,0.56,3.526,30.02,6136.1,2.58,0.0323,15.1,187.2,11.73,15.081,120.9,0
77.52,0.804,21.28,0.47,3.453,29.23,5954.0,2.59,0.0115,15.19,181.1,11.94,14.893,123.8,0
76.14,0.552,21.63,0.12,3.512,30.18,6101.8,2.31,0.0042,14.88,189.8,12.61,14.905,120.8,0
72.69,0.555,21.89,0.68,3.413,30.95,6017.2,6.51,0.0016,14.95,175.4,12.39,15.122,117.6,1
77.56,0.485,22.06,0.46,3.52,30.5,6017.1,1.58,0.0122,14.78,178.2,11.26,14.925,121.7,0
79.34,1.256,21.91,0.31,3.481,30.15,6221.2,2.01,0.0024,14.39,193.4,11.59,14.938,121.5,0
78.4,0.449,22.12,0.63,3.459,29.57,6087.0,2.07,0.0083,15.63,174.3,10.68,15.007,117.5,0
76.23,0.391,22.08,0.62,3.433,29.28,6085.3,2.23,0.0021,15.38,182.3,11.54,14.978,116.7,0
78.78,1.098,21.96,0.36,3.527,29.95,6074.1,2.46,0.0123,15.08,184.9,11.78,15.055,120.7,0
77.29,0.791,22.23,0.12,3.51,29.57,6052.9,1.14,0.006,14.69,178.3,11.74,14.942,121.0,0
77.47,0.81,21.67,0.01,3.524,31.49,5903.0,1.19,0.0205,14.94,184.7,11.81,15.169,119.8,0
78.77,0.418,22.04,0.51,3.431,29.55,5952.0,1.25,0.0268,15.0,177.2,11.49,14.991,119.3,0
76.22,0.51,22.09,0.06,3.446,29.6,5933.9,2.72,0.0135,15.03,185.5,11.37,15.053,122.6,0
82.61,2.584,21.67,3.24,3.497,31.16,6036.8,1.86,0.0188,14.65,184.0,11.4,15.001,122.7,1
82.82,0.976,22.05,4.9,3.525,29.59,6089.5,2.56,0.0278,14.9,189.7,15.13,14.995,120.1,1
77.07,0.388,21.01,0.97,3.476,30.23,6190.5,2.31,0.0141,14.57,142.6,14.75,14.307,119.4,1
79.39,1.446,22.04,0.54,3.469,28.67,6088.8,1.34,0.0198,14.65,181.0,12.67,15.031,121.3,0
77.59,0.621,21.6,0.07,3.45,30.67,5989.9,1.63,0.0157,15.07,184.2,11.3,14.944,120.9,0
77.59,1.349,22.12,0.21,3.502,32.33,6130.3,2.11,0.0142,14.92,180.4,12.37,15.051,122.3,0
82.4,1.621,22.32,0.29,3.502,31.92,5933.1,5.4,0.0099,14.43,185.2,14.18,15.026,123.1,1
76.1,0.997,21.97,0.15,3.532,29.25,5941.9,1.3,0.0081,15.53,183.1,11.51,15.001,125.4,0
78.81,0.799,21.64,0.27,3.528,29.75,6065.9,1.85,0.0115,14.76,188.7,11.41,14.986,118.3,0
73.36,0.58,22.17,0.47,3.504,29.12,5912.7,2.34,0.0223,14.98,188.9,12.14,15.0,117.6,0
77.82,0.927,22.67,0.84,3.469,31.47,5955.1,2.22,0.0142,14.91,184.6,11.72,15.099,115.7,0
79.01,1.048,21.61,0.34,3.56,30.8,5969.5,1.89,0.0088,15.22,152.5,14.42,15.039,123.8,0
78.37,0.214,21.79,0.56,3.535,30.57,6108.6,2.16,0.0106,15.56,183.9,12.82,15.066,115.5,0
74.28,2.285,21.76,0.74,3.623,30.63,5725.9,1.83,0.0101,15.19,180.1,12.04,15.657,121.3,1
77.93,2.603,22.5,0.12,3.559,30.07,5936.5,4.13,0.0302,14.58,149.7,14.67,14.961,125.5,1
78.03,0.927,22.42,3.55,3.516,30.76,6107.3,6.85,0.0185,14.81,147.8,11.57,14.646,115.2,1
78.96,0.438,22.09,0.88,3.485,30.57,6252.8,2.65,0.0359,14.95,180.8,11.47,15.102,117.8,0
79.6,1.038,22.13,0.37,3.594,29.88,6052.2,2.46,0.034,14.78,183.7,12.37,14.88,121.3,0
72.52,1.088,21.83,3.56,3.693,29.86,6089.2,1.68,0.018,14.89,177.9,13.76,14.854,121.6,1
76.61,0.984,21.88,0.33,3.529,30.85,6043.9,2.52,0.0235,15.04,181.1,11.23,15.254,117.3,0
75.86,0.928,21.65,0.24,3.588,30.55,5883.9,2.71,0.0074,15.4,181.6,12.9,14.975,117.1,0
77.28,0.489,22.58,0.18,3.501,30.26,6065.5,1.42,0.0138,14.45,179.6,11.49,14.826,121.0,0
80.75,0.728,22.68,0.44,3.445,28.24,5872.4,2.68,0.0197,14.72,184.0,12.29,15.044,118.3,0
77.2,0.653,21.85,0.69,3.546,28.87,6144.7,2.65,0.0031,14.64,187.2,12.45,15.109,118.9,0
78.03,0.885,22.56,0.6,3.442,29.77,5992.2,1.84,0.022,15.44,183.0,12.1,15.125,119.1,0
78.89,0.969,22.02,0.17,3.35,29.41,5882.6,1.6,0.0082,14.82,158.0,12.27,15.586,122.3,0
79.04,1.406,21.94,0.71,3.481,29.45,6108.6,1.33,0.0305,15.74,182.0,12.49,14.936,119.4,0
78.36,1.168,22.26,0.25,3.439,30.42,5957.5,1.23,0.0241,14.89,189.6,11.99,14.894,117.3,0
76.51,1.234,23.08,0.93,3.481,30.94,6011.8,3.24,0.0103,14.8,186.8,11.4,14.925,119.2,0
77.6,1.701,21.5,0.81,3.432,29.92,5900.4,2.31,0.0105,14.48,181.2,12.17,14.889,123.1,0
